transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address,device_ip_null_expected,hour_of_day,is_odd_hours,amount_vs_card_median,tx_count_last_30min,is_new_device_for_card,merchant_card_burst_24h,is_cross_border,fraud_score,is_flagged,review_status,flag_reasons
tx_000231,2026-04-26 01:41:26+00:00,card_012,8.84,Amazon.com,online_retail,online,ca,us,dev_08e633ee,142.112.161.191,False,1,False,0.45,0,True,0,True,0.0,False,clear,
tx_000151,2026-04-26 02:10:03+00:00,card_008,31.89,Amazon.com,online_retail,online,ca,us,dev_a088f010,24.114.77.250,False,2,True,1.26,0,True,1,True,0.05,False,clear,
tx_000615,2026-04-26 03:09:13+00:00,card_033,62.5,La Banquise,restaurant,in_person,gb,gb,,,True,3,True,1.0,0,False,0,False,0.05,False,clear,
tx_000274,2026-04-26 03:12:08+00:00,card_014,39.84,Whole Foods,grocery,in_person,fr,fr,,,True,3,True,2.17,0,False,2,False,0.05,False,clear,
tx_000441,2026-04-26 03:30:40+00:00,card_023,46.32,La Banquise,restaurant,in_person,ca,ca,,,True,3,True,4.11,0,False,1,False,0.05,False,clear,
tx_000896,2026-04-26 04:40:50+00:00,card_048,16.42,Joe Beef,restaurant,in_person,ca,ca,,,True,4,True,0.61,0,False,2,False,0.05,False,clear,
tx_000317,2026-04-26 06:53:42+00:00,card_017,9.3,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,6,False,0.43,0,False,0,False,0.0,False,clear,
tx_000540,2026-04-26 10:16:59+00:00,card_029,21.4,Amazon.com,online_retail,online,ca,us,dev_600be23f,24.114.188.131,False,10,False,0.64,0,True,2,True,0.0,False,clear,
tx_000156,2026-04-26 10:26:15+00:00,card_008,84.46,Schwartz's,restaurant,in_person,ca,ca,,,True,10,False,3.33,0,False,1,False,0.0,False,clear,
tx_000400,2026-04-26 10:26:35+00:00,card_021,47.99,IGA,grocery,in_person,ca,ca,,,True,10,False,0.97,0,False,3,False,0.0,False,clear,
tx_000114,2026-04-26 11:31:03+00:00,card_006,85.7,Shell,gas,in_person,ca,ca,,,True,11,False,2.0,0,False,0,False,0.0,False,clear,
tx_000316,2026-04-26 12:12:06+00:00,card_017,22.57,Starbucks,restaurant,in_person,ca,ca,,,True,12,False,1.03,0,False,1,False,0.0,False,clear,
tx_000743,2026-04-26 12:28:08+00:00,card_040,91.1,Tim Hortons,restaurant,in_person,ca,ca,,,True,12,False,4.53,0,False,3,False,0.0,False,clear,
tx_000849,2026-04-26 12:40:31+00:00,card_045,20.83,QuickPay Online,online_retail,online,fr,ca,dev_ba413b67,90.5.136.131,False,12,False,0.69,0,False,0,True,0.0,False,clear,
tx_000680,2026-04-26 12:47:39+00:00,card_036,20.0,Desjardins ATM,atm,atm,ca,ca,,,True,12,False,0.4,0,False,0,False,0.0,False,clear,
tx_000770,2026-04-26 13:04:38+00:00,card_041,374.46,Petro-Canada,gas,in_person,ca,ca,,,True,13,False,14.58,0,False,0,False,0.25,False,clear,
tx_000406,2026-04-26 13:57:43+00:00,card_021,35.82,Metro,grocery,in_person,ca,ca,,,True,13,False,0.72,0,False,0,False,0.0,False,clear,
tx_000848,2026-04-26 14:56:02+00:00,card_045,60.0,RBC ATM,atm,atm,fr,fr,,,True,14,False,1.99,0,False,0,False,0.0,False,clear,
tx_000319,2026-04-26 17:26:44+00:00,card_017,80.0,Desjardins ATM,atm,atm,ca,ca,,,True,17,False,3.66,0,False,1,False,0.0,False,clear,
tx_000747,2026-04-26 18:11:02+00:00,card_040,29.49,Cineplex,entertainment,in_person,ca,ca,,,True,18,False,1.47,0,False,0,False,0.0,False,clear,
tx_000390,2026-04-26 18:24:19+00:00,card_020,52.46,Amazon.ca,online_retail,online,us,ca,dev_2877f7d9,98.207.57.78,False,18,False,1.56,0,True,2,True,0.0,False,clear,
tx_000401,2026-04-26 19:40:54+00:00,card_021,57.93,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,19,False,1.17,0,False,1,False,0.0,False,clear,
tx_000552,2026-04-26 20:13:27+00:00,card_029,3.9,Amazon.com,online_retail,online,ca,us,dev_72eedf3c,142.112.106.145,False,20,False,0.12,0,False,3,True,0.0,False,clear,
tx_000806,2026-04-26 20:28:43+00:00,card_043,16.27,Shopify Merchant 1,online_retail,online,ca,ca,dev_c832252e,142.112.44.145,False,20,False,0.84,0,True,0,False,0.0,False,clear,
tx_000904,2026-04-26 20:41:09+00:00,card_049,22.19,Shopify Merchant 1,online_retail,online,ca,ca,dev_2d66c302,142.112.66.43,False,20,False,1.39,0,False,1,False,0.0,False,clear,
tx_000901,2026-04-26 20:54:08+00:00,card_048,40.0,RBC ATM,atm,atm,ca,ca,,,True,20,False,1.48,0,False,1,False,0.0,False,clear,
tx_000454,2026-04-26 21:13:18+00:00,card_024,80.0,RBC ATM,atm,atm,ca,ca,,,True,21,False,2.0,0,False,2,False,0.0,False,clear,
tx_000375,2026-04-26 22:16:36+00:00,card_020,30.11,McDonald's,restaurant,in_person,us,us,,,True,22,False,0.9,0,False,2,False,0.0,False,clear,
tx_000587,2026-04-26 22:41:09+00:00,card_031,8.58,Metro,grocery,in_person,ca,ca,,,True,22,False,0.25,0,False,1,False,0.0,False,clear,
tx_000543,2026-04-26 23:35:32+00:00,card_029,42.13,Chipotle,restaurant,in_person,ca,ca,,,True,23,False,1.26,0,False,3,False,0.0,False,clear,
tx_000280,2026-04-26 23:46:30+00:00,card_015,32.18,Videotron,utilities,online,ca,ca,dev_22a1b746,24.114.92.194,False,23,False,0.66,0,True,1,False,0.0,False,clear,
tx_000800,2026-04-27 01:18:41+00:00,card_042,11.08,Etsy,online_retail,online,us,us,dev_33892b01,208.54.177.176,False,1,False,0.64,0,False,2,False,0.0,False,clear,
tx_000705,2026-04-27 04:29:44+00:00,card_038,11.71,La Banquise,restaurant,in_person,ca,ca,,,True,4,True,0.78,0,False,2,False,0.05,False,clear,
tx_000286,2026-04-27 05:22:43+00:00,card_015,58.15,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,5,True,1.19,0,False,2,False,0.05,False,clear,
tx_000413,2026-04-27 06:05:05+00:00,card_022,15.99,Spotify,subscription,online,ca,se,dev_7730dc61,24.114.242.137,False,6,False,0.48,0,True,0,True,0.0,False,clear,
tx_000765,2026-04-27 08:03:19+00:00,card_041,15.99,Spotify,subscription,online,ca,se,dev_614ef198,70.50.233.125,False,8,False,0.62,0,False,1,True,0.0,False,clear,
tx_000268,2026-04-27 08:51:14+00:00,card_014,10.15,McDonald's,restaurant,in_person,fr,fr,,,True,8,False,0.55,0,False,3,False,0.0,False,clear,
tx_000745,2026-04-27 10:52:57+00:00,card_040,42.54,Schwartz's,restaurant,in_person,ca,ca,,,True,10,False,2.12,0,False,2,False,0.0,False,clear,
tx_000870,2026-04-27 11:37:42+00:00,card_047,50.57,AliExpress,online_retail,online,ca,cn,dev_dcad83da,70.50.163.45,False,11,False,2.2,0,False,0,True,0.0,False,clear,
tx_000221,2026-04-27 14:25:17+00:00,card_011,83.08,La Banquise,restaurant,in_person,ca,ca,,,True,14,False,8.0,0,False,3,False,0.25,False,clear,
tx_000102,2026-04-27 14:29:34+00:00,card_005,13.47,Bell Canada,utilities,online,ca,ca,dev_379050df,70.50.100.196,False,14,False,0.67,0,True,0,False,0.0,False,clear,
tx_000235,2026-04-27 14:31:18+00:00,card_012,18.72,QuickPay Online,online_retail,online,ca,ca,dev_08e633ee,24.114.188.24,False,14,False,0.95,0,False,1,False,0.0,False,clear,
tx_000717,2026-04-27 15:22:21+00:00,card_038,17.43,Starbucks,restaurant,in_person,ca,ca,,,True,15,False,1.16,0,False,2,False,0.0,False,clear,
tx_000124,2026-04-27 15:39:26+00:00,card_007,49.23,Bell Canada,utilities,online,us,ca,dev_5d017d53,172.58.207.216,False,15,False,1.23,0,True,1,True,0.0,False,clear,
tx_000091,2026-04-27 16:10:58+00:00,card_005,23.91,Etsy,online_retail,online,ca,us,dev_45d2fa60,70.50.150.173,False,16,False,1.2,0,True,3,True,0.0,False,clear,
tx_000909,2026-04-27 16:24:38+00:00,card_049,9.99,Spotify,subscription,online,ca,se,dev_2d66c302,142.112.36.209,False,16,False,0.62,0,False,2,True,0.0,False,clear,
tx_000764,2026-04-27 19:47:46+00:00,card_041,85.73,Loblaws,grocery,in_person,ca,ca,,,True,19,False,3.34,0,False,1,False,0.0,False,clear,
tx_000111,2026-04-27 21:22:15+00:00,card_006,22.43,Etsy,online_retail,online,ca,us,dev_1321b774,142.112.233.250,False,21,False,0.52,0,True,4,True,0.0,False,clear,
tx_000577,2026-04-27 22:00:32+00:00,card_031,25.75,Bell Canada,utilities,online,ca,ca,dev_3692eb01,70.50.84.88,False,22,False,0.74,0,True,2,False,0.0,False,clear,
tx_000023,2026-04-27 22:48:21+00:00,card_001,100.0,Desjardins ATM,atm,atm,ca,ca,,,True,22,False,1.8,0,False,2,False,0.0,False,clear,
tx_000412,2026-04-28 00:24:46+00:00,card_022,15.99,Netflix,subscription,online,ca,us,dev_7730dc61,24.114.188.85,False,0,False,0.48,0,False,0,True,0.0,False,clear,
tx_000377,2026-04-28 00:46:14+00:00,card_020,40.0,RBC ATM,atm,atm,us,us,,,True,0,False,1.19,0,False,3,False,0.0,False,clear,
tx_000813,2026-04-28 00:52:11+00:00,card_043,27.3,Cineplex,entertainment,in_person,ca,ca,,,True,0,False,1.41,0,False,1,False,0.0,False,clear,
tx_000788,2026-04-28 01:15:32+00:00,card_042,10.98,Whole Foods,grocery,in_person,us,us,,,True,1,False,0.63,0,False,3,False,0.0,False,clear,
tx_000883,2026-04-28 01:25:24+00:00,card_047,7.67,Metro,grocery,in_person,ca,ca,,,True,1,False,0.33,0,False,2,False,0.0,False,clear,
tx_000635,2026-04-28 03:23:09+00:00,card_034,18.63,AliExpress,online_retail,online,ca,cn,dev_a0256e48,99.225.24.42,False,3,True,1.23,0,True,1,True,0.05,False,clear,
tx_000750,2026-04-28 04:20:31+00:00,card_040,9.99,Netflix,subscription,online,ca,us,dev_abd8db53,70.50.138.4,False,4,True,0.5,0,True,1,True,0.05,False,clear,
tx_000110,2026-04-28 04:22:19+00:00,card_006,42.9,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,4,True,1.0,0,False,3,False,0.05,False,clear,
tx_000664,2026-04-28 04:55:37+00:00,card_036,69.81,Whole Foods,grocery,in_person,ca,ca,,,True,4,True,1.4,0,False,4,False,0.05,False,clear,
tx_000466,2026-04-28 05:05:43+00:00,card_025,30.09,Hydro-Quebec,utilities,online,ca,ca,dev_d9156309,70.50.69.85,False,5,True,1.16,0,True,4,False,0.05,False,clear,
tx_000075,2026-04-28 05:23:00+00:00,card_004,20.0,Desjardins ATM,atm,atm,ca,ca,,,True,5,True,0.85,0,False,3,False,0.05,False,clear,
tx_000352,2026-04-28 06:04:40+00:00,card_019,15.99,Spotify,subscription,online,ca,se,dev_95204a30,24.114.135.78,False,6,False,0.5,0,True,3,True,0.0,False,clear,
tx_000355,2026-04-28 06:46:21+00:00,card_019,19.99,Spotify,subscription,online,ca,se,dev_95204a30,99.225.230.92,False,6,False,0.62,0,False,4,True,0.0,False,clear,
tx_000132,2026-04-28 08:49:10+00:00,card_007,37.6,Petro-Canada,gas,in_person,us,us,,,True,8,False,0.94,0,False,1,False,0.0,False,clear,
tx_000101,2026-04-28 10:08:24+00:00,card_005,6.11,Loblaws,grocery,in_person,ca,ca,,,True,10,False,0.31,0,False,2,False,0.0,False,clear,
tx_000487,2026-04-28 10:15:04+00:00,card_026,36.55,Chipotle,restaurant,in_person,us,us,,,True,10,False,1.65,0,False,4,False,0.0,False,clear,
tx_000259,2026-04-28 10:18:21+00:00,card_013,201.67,AliExpress,online_retail,online,ca,cn,dev_e5c2222f,99.225.179.199,False,10,False,4.15,0,False,2,True,0.0,False,clear,
tx_000385,2026-04-28 11:12:53+00:00,card_020,5.57,McDonald's,restaurant,in_person,us,us,,,True,11,False,0.17,0,False,4,False,0.0,False,clear,
tx_000916,2026-04-28 12:10:09+00:00,card_049,60.0,Desjardins ATM,atm,atm,ca,ca,,,True,12,False,3.75,0,False,4,False,0.0,False,clear,
tx_000448,2026-04-28 13:18:04+00:00,card_024,37.51,Whole Foods,grocery,in_person,ca,ca,,,True,13,False,0.94,0,False,5,False,0.1,False,clear,
tx_000395,2026-04-28 13:52:10+00:00,card_021,66.91,Etsy,online_retail,online,ca,us,dev_f61b4d97,70.50.81.171,False,13,False,1.35,0,False,5,True,0.1,False,clear,
tx_000141,2026-04-28 14:57:11+00:00,card_007,24.16,Metro,grocery,in_person,us,us,,,True,14,False,0.6,0,False,3,False,0.0,False,clear,
tx_000621,2026-04-28 15:17:04+00:00,card_033,11.94,IGA,grocery,in_person,gb,gb,,,True,15,False,0.19,0,False,4,False,0.0,False,clear,
tx_000056,2026-04-28 16:22:50+00:00,card_003,60.0,Desjardins ATM,atm,atm,ca,ca,,,True,16,False,1.39,0,False,5,False,0.1,False,clear,
tx_000198,2026-04-28 17:05:07+00:00,card_010,12.19,Shell,gas,in_person,us,us,,,True,17,False,0.44,0,False,1,False,0.0,False,clear,
tx_000057,2026-04-28 17:33:50+00:00,card_003,15.99,Disney+,subscription,online,ca,us,dev_d52ac3b8,99.225.207.204,False,17,False,0.37,0,True,1,True,0.0,False,clear,
tx_000499,2026-04-28 18:05:51+00:00,card_027,132.32,Cineplex,entertainment,in_person,ca,ca,,,True,18,False,4.02,0,False,2,False,0.0,False,clear,
tx_000292,2026-04-28 18:21:34+00:00,card_015,76.91,Shell,gas,in_person,ca,ca,,,True,18,False,1.57,0,False,2,False,0.0,False,clear,
tx_000061,2026-04-28 18:40:26+00:00,card_003,74.47,QuickPay Online,online_retail,online,ca,ca,dev_6fdbe52d,142.112.113.7,False,18,False,1.72,0,True,2,False,0.0,False,clear,
tx_000570,2026-04-28 18:57:37+00:00,card_030,11.54,La Banquise,restaurant,in_person,de,de,,,True,18,False,0.33,0,False,4,False,0.0,False,clear,
tx_000348,2026-04-28 19:47:38+00:00,card_019,124.45,QuickPay Online,online_retail,online,ca,ca,dev_95204a30,142.112.190.254,False,19,False,3.87,0,False,3,False,0.0,False,clear,
tx_000289,2026-04-28 20:45:17+00:00,card_015,30.31,Esso,gas,in_person,ca,ca,,,True,20,False,0.62,0,False,0,False,0.0,False,clear,
tx_000711,2026-04-28 22:32:05+00:00,card_038,21.29,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,22,False,1.42,0,False,4,False,0.0,False,clear,
tx_000372,2026-04-28 23:03:12+00:00,card_020,9.99,Netflix,subscription,online,us,us,dev_2877f7d9,172.58.160.30,False,23,False,0.3,0,False,2,False,0.0,False,clear,
tx_000497,2026-04-28 23:56:17+00:00,card_027,40.0,RBC ATM,atm,atm,ca,ca,,,True,23,False,1.22,0,False,4,False,0.0,False,clear,
tx_000580,2026-04-29 00:22:12+00:00,card_031,67.56,Starbucks,restaurant,in_person,ca,ca,,,True,0,False,1.95,0,False,3,False,0.0,False,clear,
tx_000651,2026-04-29 02:03:45+00:00,card_035,71.19,AliExpress,online_retail,online,ca,cn,dev_37f4b88c,142.112.106.173,False,2,True,3.38,0,False,3,True,0.05,False,clear,
tx_000731,2026-04-29 05:10:34+00:00,card_039,38.44,Bell Canada,utilities,online,gb,ca,dev_2ab5d40f,86.150.180.238,False,5,True,2.11,0,True,3,True,0.05,False,clear,
tx_000186,2026-04-29 05:37:32+00:00,card_010,25.36,McDonald's,restaurant,in_person,us,us,,,True,5,True,0.91,0,False,4,False,0.05,False,clear,
tx_000142,2026-04-29 06:00:23+00:00,card_007,54.22,Videotron,utilities,online,us,ca,dev_5d017d53,73.15.74.87,False,6,False,1.36,0,False,2,True,0.0,False,clear,
tx_000609,2026-04-29 06:28:45+00:00,card_033,69.77,Tim Hortons,restaurant,in_person,gb,gb,,,True,6,False,1.12,0,False,4,False,0.0,False,clear,
tx_000329,2026-04-29 08:30:47+00:00,card_018,20.0,BMO ATM,atm,atm,ca,ca,,,True,8,False,0.63,0,False,0,False,0.0,False,clear,
tx_000210,2026-04-29 08:37:18+00:00,card_011,4.13,Shell,gas,in_person,ca,ca,,,True,8,False,0.4,0,False,3,False,0.0,False,clear,
tx_000006,2026-04-29 09:17:47+00:00,card_000,82.96,Esso,gas,in_person,ca,ca,,,True,9,False,2.26,0,False,1,False,0.0,False,clear,
tx_000799,2026-04-29 09:34:00+00:00,card_042,33.17,Schwartz's,restaurant,in_person,us,us,,,True,9,False,1.91,0,False,3,False,0.0,False,clear,
tx_000416,2026-04-29 11:27:14+00:00,card_022,86.33,Schwartz's,restaurant,in_person,ca,ca,,,True,11,False,2.61,0,False,4,False,0.0,False,clear,
tx_000573,2026-04-29 11:33:07+00:00,card_031,33.81,IGA,grocery,in_person,ca,ca,,,True,11,False,0.97,0,False,5,False,0.1,False,clear,
tx_000538,2026-04-29 13:32:11+00:00,card_029,80.0,Desjardins ATM,atm,atm,ca,ca,,,True,13,False,2.39,0,False,6,False,0.1,False,clear,
tx_000321,2026-04-29 13:47:48+00:00,card_017,200.0,RBC ATM,atm,atm,ca,ca,,,True,13,False,9.16,0,False,5,False,0.35,True,pending,Amount 9.2× card median · Merchant burst: 5 cards hit RBC ATM in 24h
tx_000066,2026-04-29 13:48:16+00:00,card_003,53.66,Amazon.ca,online_retail,online,ca,ca,dev_d52ac3b8,99.225.198.65,False,13,False,1.24,0,False,3,False,0.0,False,clear,
tx_000520,2026-04-29 16:27:07+00:00,card_028,200.0,BMO ATM,atm,atm,ca,ca,,,True,16,False,3.44,0,False,1,False,0.0,False,clear,
tx_000068,2026-04-29 16:39:06+00:00,card_003,13.99,Netflix,subscription,online,ca,us,dev_6fdbe52d,24.114.189.137,False,16,False,0.32,0,False,3,True,0.0,False,clear,
tx_000127,2026-04-29 18:15:41+00:00,card_007,45.67,Provigo,grocery,in_person,us,us,,,True,18,False,1.14,0,False,2,False,0.0,False,clear,
tx_000325,2026-04-29 19:01:27+00:00,card_017,11.04,eBay,online_retail,online,ca,us,dev_d0ff1fad,70.50.14.21,False,19,False,0.51,0,True,2,True,0.0,False,clear,
tx_000695,2026-04-29 19:01:35+00:00,card_037,36.67,IGA,grocery,in_person,ca,ca,,,True,19,False,0.7,0,False,6,False,0.1,False,clear,
tx_000418,2026-04-29 19:06:48+00:00,card_022,21.41,Chevron,gas,in_person,ca,ca,,,True,19,False,0.65,0,False,0,False,0.0,False,clear,
tx_000476,2026-04-29 20:36:07+00:00,card_025,26.02,Etsy,online_retail,online,ca,us,dev_0bded435,142.112.183.64,False,20,False,1.0,0,True,5,True,0.1,False,clear,
tx_000103,2026-04-29 21:47:56+00:00,card_005,20.01,Bell Canada,utilities,online,ca,ca,dev_379050df,99.225.115.253,False,21,False,1.0,0,False,4,False,0.0,False,clear,
tx_000490,2026-04-29 22:08:31+00:00,card_026,22.06,Cineplex,entertainment,in_person,us,us,,,True,22,False,1.0,0,False,3,False,0.0,False,clear,
tx_000879,2026-04-29 23:03:11+00:00,card_047,21.98,Whole Foods,grocery,in_person,ca,ca,,,True,23,False,0.96,0,False,6,False,0.1,False,clear,
tx_000083,2026-04-29 23:46:42+00:00,card_004,19.99,Spotify,subscription,online,ca,se,dev_56520353,142.112.139.14,False,23,False,0.85,0,True,4,True,0.0,False,clear,
tx_000172,2026-04-29 23:53:07+00:00,card_009,8.41,Starbucks,restaurant,in_person,us,us,,,True,23,False,0.47,0,False,4,False,0.0,False,clear,
tx_000689,2026-04-30 00:26:40+00:00,card_037,27.13,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,0,False,0.52,0,False,5,False,0.1,False,clear,
tx_000900,2026-04-30 00:43:15+00:00,card_048,16.86,Cafe Olimpico,restaurant,in_person,ca,ca,,,True,0,False,0.62,0,False,6,False,0.1,False,clear,
tx_000140,2026-04-30 01:13:32+00:00,card_007,52.34,Bell Canada,utilities,online,us,ca,dev_5d017d53,172.58.161.205,False,1,False,1.31,0,False,4,True,0.0,False,clear,
tx_000397,2026-04-30 02:04:30+00:00,card_021,39.25,Chipotle,restaurant,in_person,ca,ca,,,True,2,True,0.79,0,False,5,False,0.15,False,clear,
tx_000536,2026-04-30 02:15:38+00:00,card_028,25.26,Etsy,online_retail,online,ca,us,dev_bea30580,142.112.98.156,False,2,True,0.43,0,False,6,True,0.15,False,clear,
tx_000496,2026-04-30 02:41:13+00:00,card_026,73.92,Chipotle,restaurant,in_person,us,us,,,True,2,True,3.34,0,False,6,False,0.15,False,clear,
tx_000612,2026-04-30 03:04:12+00:00,card_033,15.66,Whole Foods,grocery,in_person,gb,gb,,,True,3,True,0.25,0,False,7,False,0.15,False,clear,
tx_000565,2026-04-30 03:13:51+00:00,card_030,52.12,Joe Beef,restaurant,in_person,de,de,,,True,3,True,1.5,0,False,3,False,0.05,False,clear,
tx_000143,2026-04-30 04:10:27+00:00,card_007,43.21,Hydro-Quebec,utilities,online,us,ca,dev_5d017d53,208.54.83.24,False,4,True,1.08,0,False,5,True,0.15,False,clear,
tx_000859,2026-04-30 04:25:34+00:00,card_046,11.99,Disney+,subscription,online,ca,us,dev_b8fe1cb0,24.114.156.210,False,4,True,0.35,0,True,2,True,0.05,False,clear,
tx_000310,2026-04-30 05:08:49+00:00,card_016,25.62,Metro,grocery,in_person,ca,ca,,,True,5,True,0.41,0,False,4,False,0.05,False,clear,
tx_000862,2026-04-30 05:38:47+00:00,card_046,100.0,BMO ATM,atm,atm,ca,ca,,,True,5,True,2.9,0,False,2,False,0.05,False,clear,
tx_000260,2026-04-30 05:39:05+00:00,card_013,76.05,Etsy,online_retail,online,ca,us,dev_e5c2222f,24.114.247.17,False,5,True,1.57,0,False,7,True,0.15,False,clear,
